full_date,time_sk,product_category_name,search_volume
2018-02-22,429,agro_industria_e_comercio,86.01
2018-02-23,430,agro_industria_e_comercio,84.55
2018-02-25,432,agro_industria_e_comercio,84.04
2018-02-26,433,agro_industria_e_comercio,82.78
2018-02-27,434,agro_industria_e_comercio,84.94
2018-02-28,435,agro_industria_e_comercio,82.53
2018-03-01,436,agro_industria_e_comercio,89.61
2018-03-02,437,agro_industria_e_comercio,88.16
2018-03-05,440,agro_industria_e_comercio,89.45
2018-03-06,441,agro_industria_e_comercio,90.49
2018-03-07,442,agro_industria_e_comercio,89.93
2018-03-12,447,agro_industria_e_comercio,93.35
2018-03-13,448,agro_industria_e_comercio,93.99
2018-03-14,449,agro_industria_e_comercio,95.0
2018-03-16,451,agro_industria_e_comercio,92.47
2018-03-18,453,agro_industria_e_comercio,92.95
2018-03-19,454,agro_industria_e_comercio,93.71
2018-03-20,455,agro_industria_e_comercio,92.73
2018-03-22,457,agro_industria_e_comercio,92.18
2018-03-26,461,agro_industria_e_comercio,92.33
2018-03-28,463,agro_industria_e_comercio,93.25
2018-03-29,464,agro_industria_e_comercio,92.53
2018-04-03,469,agro_industria_e_comercio,86.31
2018-04-04,470,agro_industria_e_comercio,84.78
2018-04-05,471,agro_industria_e_comercio,85.48
2018-04-12,478,agro_industria_e_comercio,85.11
2018-04-13,479,agro_industria_e_comercio,85.64
2018-04-17,483,agro_industria_e_comercio,88.25
2018-04-18,484,agro_industria_e_comercio,90.51
2018-04-19,485,agro_industria_e_comercio,90.63
2018-04-24,490,agro_industria_e_comercio,91.19
2018-04-25,491,agro_industria_e_comercio,91.63
2018-04-27,493,agro_industria_e_comercio,91.23
2018-04-28,494,agro_industria_e_comercio,91.97
2018-05-06,502,agro_industria_e_comercio,80.32
2018-05-07,503,agro_industria_e_comercio,84.7
2018-05-08,504,agro_industria_e_comercio,84.9
2018-05-09,505,agro_industria_e_comercio,85.0
2018-05-10,506,agro_industria_e_comercio,82.8
2018-05-17,513,agro_industria_e_comercio,81.33
2018-05-30,526,agro_industria_e_comercio,82.69
2018-06-05,532,agro_industria_e_comercio,67.04
2018-06-07,534,agro_industria_e_comercio,70.72
2018-06-11,538,agro_industria_e_comercio,69.84
2018-06-12,539,agro_industria_e_comercio,71.78
2018-06-22,549,agro_industria_e_comercio,67.11
2018-06-24,551,agro_industria_e_comercio,68.34
2018-06-25,552,agro_industria_e_comercio,70.97
2018-06-27,554,agro_industria_e_comercio,69.99
2018-06-28,555,agro_industria_e_comercio,71.0
2018-07-01,558,agro_industria_e_comercio,52.97
2018-07-04,561,agro_industria_e_comercio,51.61
2018-07-10,567,agro_industria_e_comercio,48.88
2018-07-16,573,agro_industria_e_comercio,50.36
2018-07-17,574,agro_industria_e_comercio,47.46
2018-07-18,575,agro_industria_e_comercio,50.08
2018-07-19,576,agro_industria_e_comercio,48.4
2018-07-20,577,agro_industria_e_comercio,47.83
2018-07-23,580,agro_industria_e_comercio,48.33
2018-07-24,581,agro_industria_e_comercio,48.88
2018-07-25,582,agro_industria_e_comercio,50.02
2018-07-28,585,agro_industria_e_comercio,49.33
2018-07-29,586,agro_industria_e_comercio,51.83
2018-07-30,587,agro_industria_e_comercio,53.64
2018-07-31,588,agro_industria_e_comercio,53.18
2018-08-02,590,agro_industria_e_comercio,40.65
2018-08-04,592,agro_industria_e_comercio,42.39
2018-08-05,593,agro_industria_e_comercio,41.65
2018-08-06,594,agro_industria_e_comercio,41.31
2018-08-10,598,agro_industria_e_comercio,40.28
2018-08-18,606,agro_industria_e_comercio,40.15
2018-08-20,608,agro_industria_e_comercio,42.32
2018-08-24,612,agro_industria_e_comercio,42.59
2018-08-25,613,agro_industria_e_comercio,41.61
2018-08-26,614,agro_industria_e_comercio,43.02
2016-10-10,13,alimentos,22.43
2017-01-27,38,alimentos,22.9
2017-01-29,40,alimentos,23.64
2017-02-01,43,alimentos,23.08
2017-02-07,49,alimentos,24.0
2017-02-08,50,alimentos,24.63
2017-02-16,58,alimentos,23.85
2017-02-17,59,alimentos,23.96
2017-02-19,61,alimentos,43.15
2017-02-22,64,alimentos,42.47
2017-02-25,67,alimentos,43.24
2017-03-02,72,alimentos,42.89
2017-03-06,76,alimentos,43.2
2017-03-07,77,alimentos,42.78
2017-03-08,78,alimentos,42.57
2017-03-12,82,alimentos,42.63
2017-03-13,83,alimentos,44.78
2017-03-15,85,alimentos,45.76
2017-03-16,86,alimentos,45.8
2017-03-18,88,alimentos,45.27
2017-03-19,89,alimentos,45.41
2017-03-21,91,alimentos,65.27
2017-03-28,98,alimentos,65.27
2017-03-31,101,alimentos,65.61
2017-04-02,103,alimentos,64.75
2017-04-04,105,alimentos,64.47
2017-04-06,107,alimentos,61.98
2017-04-08,109,alimentos,61.39
2017-04-13,114,alimentos,77.2
2017-04-16,117,alimentos,78.04
2017-04-19,120,alimentos,77.06
2017-05-03,134,alimentos,82.75
2017-05-15,146,alimentos,77.23
2017-05-16,147,alimentos,76.48
2017-06-16,178,alimentos,76.68
2017-07-04,196,alimentos,77.29
2017-07-14,206,alimentos,77.58
2017-07-17,209,alimentos,63.41
2017-07-24,216,alimentos,63.3
2017-07-25,217,alimentos,63.89
2017-08-01,224,alimentos,65.34
2017-08-06,229,alimentos,64.46
2017-08-08,231,alimentos,63.73
2017-08-09,232,alimentos,64.64
2017-08-20,243,alimentos,64.92
2017-08-24,247,alimentos,45.16
2017-08-26,249,alimentos,48.24
2017-08-27,250,alimentos,48.43
2017-09-08,262,alimentos,48.84
2017-09-12,266,alimentos,48.83
2017-09-13,267,alimentos,48.65
2017-09-17,271,alimentos,49.35
2017-09-18,272,alimentos,50.44
2017-09-20,274,alimentos,49.73
2017-09-21,275,alimentos,49.34
2017-09-22,276,alimentos,48.8
2017-09-23,277,alimentos,26.49
2017-09-27,281,alimentos,27.61
2017-09-30,284,alimentos,25.86
2017-10-01,285,alimentos,25.76
2017-10-04,288,alimentos,24.46
2017-10-06,290,alimentos,24.43
2017-10-07,291,alimentos,24.69
2017-10-08,292,alimentos,25.26
2017-10-10,294,alimentos,24.82
2017-10-18,302,alimentos,24.74
2017-10-24,308,alimentos,10.45
2017-10-27,311,alimentos,8.68
2017-10-30,314,alimentos,10.0
2017-11-07,322,alimentos,9.68
2017-11-09,324,alimentos,10.32
2017-11-12,327,alimentos,11.96
2017-11-17,332,alimentos,11.75
2017-11-22,337,alimentos,10.56
2017-11-23,338,alimentos,11.38
2017-11-24,339,alimentos,6.09
2017-11-29,344,alimentos,6.26
2017-11-30,345,alimentos,6.29
2017-12-03,348,alimentos,6.15
2017-12-04,349,alimentos,6.49
2017-12-05,350,alimentos,7.47
2017-12-06,351,alimentos,5.52
2017-12-10,355,alimentos,5.0
2017-12-12,357,alimentos,6.0
2017-12-19,364,alimentos,5.56
2017-12-22,367,alimentos,7.08
2017-12-23,368,alimentos,6.88
2017-12-25,370,alimentos,12.04
2017-12-26,371,alimentos,12.73
2017-12-29,374,alimentos,13.77
2018-01-03,379,alimentos,13.93
2018-01-07,383,alimentos,13.8
2018-01-11,387,alimentos,13.78
2018-01-12,388,alimentos,14.89
2018-01-15,391,alimentos,14.92
2018-01-19,395,alimentos,14.19
2018-01-21,397,alimentos,14.48
2018-01-22,398,alimentos,14.74
2018-01-23,399,alimentos,14.22
2018-01-24,400,alimentos,11.05
2018-01-25,401,alimentos,9.87
2018-01-26,402,alimentos,25.41
2018-01-27,403,alimentos,25.01
2018-01-30,406,alimentos,25.3
2018-02-01,408,alimentos,24.93
2018-02-02,409,alimentos,24.46
2018-02-05,412,alimentos,24.13
2018-02-07,414,alimentos,25.62
2018-02-10,417,alimentos,24.86
2018-02-15,422,alimentos,27.58
2018-02-17,424,alimentos,28.26
2018-02-18,425,alimentos,27.89
2018-02-19,426,alimentos,28.98
2018-02-20,427,alimentos,28.18
2018-02-21,428,alimentos,28.75
2018-02-22,429,alimentos,29.12
2018-02-23,430,alimentos,28.87
2018-02-25,432,alimentos,28.13
2018-02-26,433,alimentos,49.56
2018-02-27,434,alimentos,49.88
2018-02-28,435,alimentos,49.19
2018-03-03,438,alimentos,51.13
2018-03-04,439,alimentos,49.74
2018-03-06,441,alimentos,49.59
2018-03-07,442,alimentos,50.37
2018-03-08,443,alimentos,50.56
2018-03-09,444,alimentos,50.48
2018-03-11,446,alimentos,50.35
2018-03-12,447,alimentos,49.72
2018-03-14,449,alimentos,48.47
2018-03-15,450,alimentos,49.8
2018-03-16,451,alimentos,48.79
2018-03-17,452,alimentos,49.61
2018-03-18,453,alimentos,50.31
2018-03-19,454,alimentos,50.2
2018-03-20,455,alimentos,50.59
2018-03-22,457,alimentos,51.41
2018-03-23,458,alimentos,51.1
2018-03-25,460,alimentos,51.12
2018-03-26,461,alimentos,72.09
2018-03-27,462,alimentos,72.01
2018-03-28,463,alimentos,71.84
2018-04-01,467,alimentos,72.4
2018-04-03,469,alimentos,72.69
2018-04-07,473,alimentos,72.21
2018-04-08,474,alimentos,72.11
2018-04-09,475,alimentos,71.67
2018-04-10,476,alimentos,72.11
2018-04-11,477,alimentos,73.17
2018-04-12,478,alimentos,73.28
2018-04-13,479,alimentos,73.47
2018-04-15,481,alimentos,74.33
2018-04-16,482,alimentos,74.34
2018-04-17,483,alimentos,74.04
2018-04-18,484,alimentos,74.28
2018-04-19,485,alimentos,74.21
2018-04-20,486,alimentos,74.31
2018-04-23,489,alimentos,74.57
2018-04-24,490,alimentos,74.33
2018-04-25,491,alimentos,73.4
2018-04-26,492,alimentos,74.23
2018-04-27,493,alimentos,87.62
2018-04-28,494,alimentos,86.94
2018-04-30,496,alimentos,87.29
2018-05-02,498,alimentos,88.01
2018-05-03,499,alimentos,88.26
2018-05-04,500,alimentos,88.78
2018-05-06,502,alimentos,88.78
2018-05-07,503,alimentos,87.94
2018-05-08,504,alimentos,88.54
2018-05-09,505,alimentos,86.94
2018-05-10,506,alimentos,88.2
2018-05-11,507,alimentos,88.9
2018-05-12,508,alimentos,87.77
2018-05-13,509,alimentos,87.16
2018-05-14,510,alimentos,87.1
2018-05-15,511,alimentos,86.45
2018-05-16,512,alimentos,86.02
2018-05-17,513,alimentos,86.77
2018-05-19,515,alimentos,86.94
2018-05-21,517,alimentos,92.49
2018-05-22,518,alimentos,91.68
2018-05-30,526,alimentos,91.97
2018-06-03,530,alimentos,91.66
2018-06-04,531,alimentos,91.07
2018-06-05,532,alimentos,90.45
2018-06-06,533,alimentos,90.73
2018-06-08,535,alimentos,91.48
2018-06-09,536,alimentos,92.28
2018-06-11,538,alimentos,92.72
2018-06-12,539,alimentos,92.99
2018-06-13,540,alimentos,93.32
2018-06-17,544,alimentos,92.64
2018-06-19,546,alimentos,93.57
2018-06-20,547,alimentos,94.31
2018-06-24,551,alimentos,95.0
2018-06-25,552,alimentos,94.69
2018-06-26,553,alimentos,89.5
2018-06-27,554,alimentos,89.6
2018-06-29,556,alimentos,89.08
2018-07-02,559,alimentos,89.48
2018-07-03,560,alimentos,89.97
2018-07-04,561,alimentos,90.4
2018-07-05,562,alimentos,90.61
2018-07-08,565,alimentos,90.85
2018-07-09,566,alimentos,90.78
2018-07-11,568,alimentos,90.88
2018-07-13,570,alimentos,90.64
2018-07-14,571,alimentos,90.08
2018-07-15,572,alimentos,91.09
2018-07-16,573,alimentos,91.49
2018-07-17,574,alimentos,92.43
2018-07-18,575,alimentos,92.28
2018-07-19,576,alimentos,92.73
2018-07-20,577,alimentos,92.9
2018-07-21,578,alimentos,94.22
2018-07-22,579,alimentos,94.27
2018-07-24,581,alimentos,93.81
2018-07-25,582,alimentos,93.21
2018-07-26,583,alimentos,91.12
2018-07-27,584,alimentos,90.29
2018-07-28,585,alimentos,88.6
2018-07-29,586,alimentos,74.5
2018-07-30,587,alimentos,74.24
2018-07-31,588,alimentos,75.33
2018-08-02,590,alimentos,74.65
2018-08-03,591,alimentos,74.85
2018-08-04,592,alimentos,74.88
2018-08-05,593,alimentos,75.6
2018-08-06,594,alimentos,76.15
2018-08-07,595,alimentos,77.63
2018-08-08,596,alimentos,78.86
2018-08-09,597,alimentos,78.55
2018-08-10,598,alimentos,77.38
2018-08-11,599,alimentos,77.13
2018-08-12,600,alimentos,76.55
2018-08-13,601,alimentos,77.71
2018-08-14,602,alimentos,77.35
2018-08-15,603,alimentos,76.76
2018-08-16,604,alimentos,77.62
2018-08-17,605,alimentos,76.61
2018-08-18,606,alimentos,75.69
2018-08-19,607,alimentos,76.41
2018-08-20,608,alimentos,76.87
2018-08-21,609,alimentos,76.03
2018-08-22,610,alimentos,76.23
2018-08-23,611,alimentos,75.86
2018-08-24,612,alimentos,77.31
2018-08-25,613,alimentos,77.06
2018-08-26,614,alimentos,76.2
2018-08-27,615,alimentos,77.0
2018-08-28,616,alimentos,77.54
2018-08-29,617,alimentos,76.78
2017-03-05,75,alimentos_bebidas,51.31
2017-03-09,79,alimentos_bebidas,48.88
2017-03-15,85,alimentos_bebidas,48.85
2017-03-26,96,alimentos_bebidas,39.43
2017-04-12,113,alimentos_bebidas,36.87
2017-04-27,128,alimentos_bebidas,33.88
2017-05-05,136,alimentos_bebidas,33.99
2017-05-07,138,alimentos_bebidas,33.92
2017-05-09,140,alimentos_bebidas,34.78
2017-05-11,142,alimentos_bebidas,33.88
2017-05-15,146,alimentos_bebidas,36.18
2017-05-18,149,alimentos_bebidas,34.66
2017-05-21,152,alimentos_bebidas,32.59
2017-05-22,153,alimentos_bebidas,23.24
2017-05-24,155,alimentos_bebidas,24.73
2017-05-29,160,alimentos_bebidas,15.65
2017-06-06,168,alimentos_bebidas,14.39
2017-06-11,173,alimentos_bebidas,13.95
2017-07-03,195,alimentos_bebidas,11.88
2017-07-04,196,alimentos_bebidas,12.61
2017-07-07,199,alimentos_bebidas,11.82
2017-07-11,203,alimentos_bebidas,12.43
2017-07-13,205,alimentos_bebidas,5.66
2017-07-20,212,alimentos_bebidas,5.1
2017-07-21,213,alimentos_bebidas,5.0
2017-08-02,225,alimentos_bebidas,6.09
2017-08-05,228,alimentos_bebidas,7.25
2017-08-09,232,alimentos_bebidas,8.03
2017-08-14,237,alimentos_bebidas,8.95
2017-08-16,239,alimentos_bebidas,8.05
2017-08-23,246,alimentos_bebidas,7.96
2017-08-26,249,alimentos_bebidas,5.26
2017-08-29,252,alimentos_bebidas,5.54
2017-08-30,253,alimentos_bebidas,5.74
2017-09-09,263,alimentos_bebidas,7.73
2017-09-11,265,alimentos_bebidas,7.3
2017-09-13,267,alimentos_bebidas,7.86
2017-09-19,273,alimentos_bebidas,10.89
2017-09-20,274,alimentos_bebidas,11.57
2017-09-25,279,alimentos_bebidas,12.39
2017-10-04,288,alimentos_bebidas,13.33
2017-10-06,290,alimentos_bebidas,15.15
2017-10-07,291,alimentos_bebidas,15.53
2017-10-08,292,alimentos_bebidas,16.4
2017-10-09,293,alimentos_bebidas,14.93
2017-10-10,294,alimentos_bebidas,13.38
2017-10-16,300,alimentos_bebidas,13.09
2017-10-17,301,alimentos_bebidas,14.41
2017-10-20,304,alimentos_bebidas,16.24
2017-10-21,305,alimentos_bebidas,16.6
2017-10-22,306,alimentos_bebidas,16.96
2017-10-24,308,alimentos_bebidas,25.0
2017-10-25,309,alimentos_bebidas,28.36
2017-10-27,311,alimentos_bebidas,30.15
2017-11-02,317,alimentos_bebidas,30.68
2017-11-03,318,alimentos_bebidas,32.19
2017-11-04,319,alimentos_bebidas,32.53
2017-11-05,320,alimentos_bebidas,31.99
2017-11-14,329,alimentos_bebidas,30.45
2017-11-16,331,alimentos_bebidas,29.91
2017-11-19,334,alimentos_bebidas,29.33
2017-11-22,337,alimentos_bebidas,28.62
2017-11-23,338,alimentos_bebidas,27.91
2017-11-24,339,alimentos_bebidas,28.16
2017-11-25,340,alimentos_bebidas,28.7
2017-11-26,341,alimentos_bebidas,31.14
2017-11-28,343,alimentos_bebidas,43.91
2017-11-29,344,alimentos_bebidas,43.49
2017-11-30,345,alimentos_bebidas,45.82
2017-12-02,347,alimentos_bebidas,47.89
2017-12-04,349,alimentos_bebidas,48.03
2017-12-05,350,alimentos_bebidas,49.23
2017-12-06,351,alimentos_bebidas,47.6
2017-12-07,352,alimentos_bebidas,46.21
2017-12-11,356,alimentos_bebidas,47.45
2017-12-12,357,alimentos_bebidas,48.28
2017-12-15,360,alimentos_bebidas,47.56
2017-12-21,366,alimentos_bebidas,60.15
2017-12-27,372,alimentos_bebidas,58.86
2017-12-31,376,alimentos_bebidas,58.51
2018-01-02,378,alimentos_bebidas,59.37
2018-01-11,387,alimentos_bebidas,59.31
2018-01-12,388,alimentos_bebidas,60.57
2018-01-16,392,alimentos_bebidas,61.53
2018-01-17,393,alimentos_bebidas,61.5
2018-01-21,397,alimentos_bebidas,68.41
2018-01-23,399,alimentos_bebidas,69.87
2018-01-24,400,alimentos_bebidas,69.18
2018-02-04,411,alimentos_bebidas,69.76
2018-02-05,412,alimentos_bebidas,71.31
2018-02-08,415,alimentos_bebidas,72.73
2018-02-10,417,alimentos_bebidas,73.16
2018-02-11,418,alimentos_bebidas,73.74
2018-02-12,419,alimentos_bebidas,75.57
2018-02-14,421,alimentos_bebidas,74.51
2018-02-16,423,alimentos_bebidas,75.54
2018-02-19,426,alimentos_bebidas,75.73
2018-02-21,428,alimentos_bebidas,77.49
2018-02-22,429,alimentos_bebidas,77.89
2018-02-24,431,alimentos_bebidas,79.27
2018-02-25,432,alimentos_bebidas,78.08
2018-02-26,433,alimentos_bebidas,79.48
2018-03-01,436,alimentos_bebidas,80.17
2018-03-02,437,alimentos_bebidas,79.37
2018-03-03,438,alimentos_bebidas,81.83
2018-03-06,441,alimentos_bebidas,80.59
2018-03-09,444,alimentos_bebidas,81.65
2018-03-10,445,alimentos_bebidas,80.76
2018-03-11,446,alimentos_bebidas,81.43
2018-03-13,448,alimentos_bebidas,83.52
2018-03-16,451,alimentos_bebidas,84.73
2018-03-20,455,alimentos_bebidas,84.96
2018-03-22,457,alimentos_bebidas,86.16
2018-03-27,462,alimentos_bebidas,84.09
2018-03-28,463,alimentos_bebidas,84.84
2018-03-29,464,alimentos_bebidas,85.87
2018-04-04,470,alimentos_bebidas,86.96
2018-04-06,472,alimentos_bebidas,89.73
2018-04-09,475,alimentos_bebidas,88.84
2018-04-10,476,alimentos_bebidas,88.75
2018-04-20,486,alimentos_bebidas,90.54
2018-04-23,489,alimentos_bebidas,91.3
2018-04-24,490,alimentos_bebidas,91.39
2018-04-26,492,alimentos_bebidas,91.98
2018-04-27,493,alimentos_bebidas,83.98
2018-04-28,494,alimentos_bebidas,85.39
2018-04-30,496,alimentos_bebidas,86.54
2018-05-01,497,alimentos_bebidas,86.19
2018-05-05,501,alimentos_bebidas,89.12
2018-05-06,502,alimentos_bebidas,90.07
2018-05-13,509,alimentos_bebidas,89.83
2018-05-14,510,alimentos_bebidas,90.27
2018-05-15,511,alimentos_bebidas,90.93
2018-05-16,512,alimentos_bebidas,91.72
2018-05-17,513,alimentos_bebidas,92.53
2018-05-18,514,alimentos_bebidas,95.0
2018-05-21,517,alimentos_bebidas,84.46
2018-05-24,520,alimentos_bebidas,84.64
2018-05-25,521,alimentos_bebidas,86.0
2018-06-01,528,alimentos_bebidas,86.65
2018-06-04,531,alimentos_bebidas,86.04
2018-06-07,534,alimentos_bebidas,86.22
2018-06-10,537,alimentos_bebidas,85.02
2018-06-21,548,alimentos_bebidas,74.8
2018-06-24,551,alimentos_bebidas,75.25
2018-06-27,554,alimentos_bebidas,75.59
2018-07-04,561,alimentos_bebidas,75.81
2018-07-05,562,alimentos_bebidas,76.57
2018-07-12,569,alimentos_bebidas,76.94
2018-07-14,571,alimentos_bebidas,76.14
2018-07-18,575,alimentos_bebidas,78.68
2018-07-19,576,alimentos_bebidas,80.82
2018-07-20,577,alimentos_bebidas,81.83
2018-07-21,578,alimentos_bebidas,83.74
2018-07-25,582,alimentos_bebidas,84.69
2018-07-27,584,alimentos_bebidas,75.65
2018-07-29,586,alimentos_bebidas,76.6
2018-07-30,587,alimentos_bebidas,79.33
2018-08-01,589,alimentos_bebidas,79.5
2018-08-02,590,alimentos_bebidas,82.22
2018-08-03,591,alimentos_bebidas,82.35
2018-08-05,593,alimentos_bebidas,81.72
2018-08-06,594,alimentos_bebidas,84.32
2018-08-07,595,alimentos_bebidas,83.39
2018-08-12,600,alimentos_bebidas,83.88
2018-08-13,601,alimentos_bebidas,84.54
2018-08-16,604,alimentos_bebidas,85.13
2018-08-17,605,alimentos_bebidas,84.26
2018-08-20,608,alimentos_bebidas,85.68
2018-08-22,610,alimentos_bebidas,85.78
2018-08-23,611,alimentos_bebidas,86.65
2017-03-01,71,artes,79.8
2017-03-16,86,artes,78.17
2017-03-21,91,artes,79.99
2017-03-23,93,artes,80.09
2017-03-24,94,artes,81.56
2017-04-30,131,artes,75.94
2017-05-01,132,artes,58.95
2017-05-03,134,artes,62.06
2017-05-10,141,artes,59.84
2017-05-15,146,artes,61.33
2017-05-18,149,artes,64.36
2017-05-24,155,artes,67.79
2017-05-28,159,artes,66.24
2017-05-31,162,artes,64.45
2017-06-08,170,artes,46.66
2017-06-10,172,artes,49.16
2017-06-12,174,artes,52.89
2017-06-25,187,artes,51.94
2017-07-03,195,artes,32.5
2017-07-04,196,artes,31.2
2017-07-16,208,artes,30.25
2017-08-08,231,artes,16.14
2017-08-10,233,artes,17.62
2017-08-21,244,artes,16.59
2017-08-29,252,artes,18.33
2017-09-04,258,artes,10.67
2017-09-19,273,artes,8.42
2017-09-30,284,artes,5.0
2017-10-05,289,artes,8.67
2017-10-08,292,artes,11.47
2017-10-09,293,artes,12.0
2017-11-27,342,artes,24.1
2017-12-04,349,artes,39.76
2017-12-16,361,artes,41.92
2017-12-24,369,artes,42.37
2018-01-04,380,artes,61.25
2018-01-06,382,artes,59.98
2018-01-07,383,artes,61.31
2018-01-08,384,artes,63.5
2018-01-11,387,artes,58.79
2018-01-15,391,artes,58.86
2018-01-16,392,artes,60.6
2018-01-17,393,artes,63.65
2018-01-18,394,artes,66.98
2018-01-24,400,artes,66.46
2018-01-28,404,artes,66.69
2018-01-30,406,artes,67.5
2018-01-31,407,artes,71.72
2018-02-05,412,artes,86.18
2018-02-06,413,artes,90.25
2018-02-09,416,artes,90.54
2018-02-10,417,artes,91.39
2018-02-11,418,artes,90.45
2018-02-12,419,artes,87.29
2018-02-13,420,artes,85.18
2018-02-19,426,artes,85.76
2018-02-21,428,artes,86.8
2018-02-24,431,artes,82.41
2018-02-28,435,artes,82.73
2018-03-06,441,artes,87.63
2018-03-18,453,artes,90.03
2018-03-21,456,artes,86.26
2018-03-23,458,artes,88.25
2018-03-24,459,artes,91.06
2018-03-25,460,artes,89.16
2018-03-31,466,artes,88.97
2018-04-03,469,artes,84.43
2018-04-04,470,artes,83.69
2018-04-05,471,artes,82.7
2018-04-08,474,artes,81.74
2018-04-09,475,artes,82.33
2018-04-10,476,artes,87.63
2018-04-12,478,artes,88.13
2018-04-15,481,artes,87.64
2018-04-17,483,artes,89.22
2018-04-18,484,artes,89.21
2018-04-19,485,artes,90.67
2018-04-20,486,artes,91.18
2018-04-23,489,artes,93.53
2018-04-25,491,artes,95.0
2018-04-27,493,artes,92.25
2018-04-28,494,artes,92.18
2018-04-29,495,artes,91.26
2018-04-30,496,artes,89.98
2018-05-01,497,artes,79.71
2018-05-02,498,artes,79.17
2018-05-03,499,artes,79.59
2018-05-04,500,artes,82.4
2018-05-05,501,artes,81.21
2018-05-06,502,artes,82.25
2018-05-07,503,artes,81.26
2018-05-08,504,artes,81.81
2018-05-09,505,artes,81.17
2018-05-10,506,artes,81.19
2018-05-11,507,artes,81.28
2018-05-12,508,artes,82.06
2018-05-13,509,artes,79.46
2018-05-14,510,artes,76.67
2018-05-15,511,artes,78.21
2018-05-16,512,artes,76.19
2018-05-18,514,artes,80.68
2018-05-20,516,artes,76.69
2018-05-21,517,artes,79.59
2018-05-23,519,artes,80.87
2018-05-26,522,artes,79.5
2018-05-30,526,artes,79.97
2018-05-31,527,artes,82.77
2018-06-02,529,artes,66.37
2018-06-03,530,artes,67.32
2018-06-08,535,artes,69.53
2018-06-11,538,artes,67.52
2018-06-12,539,artes,70.18
2018-06-13,540,artes,67.96
2018-06-14,541,artes,68.34
2018-06-15,542,artes,66.32
2018-06-17,544,artes,65.43
2018-06-18,545,artes,66.17
